,Datetime,Text
1655,2021-12-12 19:22:11+00:00,"Because Celebrations Have Been So Giving, We Will Be Breaking Two More ETBs This Afternoon At 3pm CST! #PokemonCelebrations #TikTok https://t.co/8L9m5V5cPU"
1656,2021-12-12 18:57:36+00:00,I FINALLY GOT THEM!!! #Pokemon #PokemonCelebrations I really can't believe this! I paid just slightly more for the upc at the store but it beats 300$ https://t.co/9McjGnilIf
1657,2021-12-12 18:36:14+00:00,"Also decided to open the Battle Styles pack that came with the #PokemonCelebrations chest and god damn, this Empoleon V is hella siiick. 🐧

#pokemon #pokemonTCG https://t.co/jNc4U2cVft"
1658,2021-12-12 18:29:24+00:00,"Hello :)

Nouvelle ouverture #PokemonCelebrations dispo sur ma chaîne Youtube

Bon visionnage 🐜

https://t.co/MV9TpXbiuu https://t.co/VXoqOIG6tn"
1659,2021-12-12 18:27:46+00:00,"Hey, The Garchomp C is new to the collection at least. ✅

#pokemon #PokemonCelebrations #pokemonTCG https://t.co/hbF6h8Vjsz"
1660,2021-12-12 18:24:30+00:00,"While I love the full art for that original Pikachu, I feel like I have enough of ‘em, you know? ⚡️🐀 ⚡️

#pokemon #PokemonCelebrations #pokemonTCG https://t.co/JXmPmtC6cX"
1661,2021-12-12 17:50:12+00:00,"I’m opening this #PokemonCelebrations chest today and I am in LOVE these promos cards. Also plz send some luck my way because I am really gunning for a Venusaur, Charizard or a Shiny Mew baby. 🤞🏼🤞🏼🤞🏼

#Pokemon #pokemonTCG https://t.co/joVSvemJlJ"
1662,2021-12-12 17:27:50+00:00,Still on the hunt for a UPC of my own. #pokemonTCG #PokemonCelebrations
1663,2021-12-12 17:18:52+00:00,Not a bad return from @ace_grading will be using them again in the future #pokemon #PokemonCelebrations https://t.co/jOjeAfLAhE
1664,2021-12-12 13:16:18+00:00,@DonnnySins Thanks Donny! #pepga #pokemoncelebrations #pokemon
1665,2021-12-12 11:16:16+00:00,@DonnnySins Ah yeah! #pokemon #pokemontcg #pokemoncelebrations #pepga
1666,2021-12-12 11:10:08+00:00,Schau dir TheRabwis95s Video an! #TikTok https://t.co/LMytkUdQ1u #pokemonTCG #PokemonCelebrations #pokemon
1667,2021-12-12 09:08:13+00:00,"🍀Pulled some plant boiis🍀 One of these looks decent enough to grade, so let’s hope we’ll be having a 10 or 9. #venusaur #PokemonCelebrations https://t.co/sQlTmnh48m"
1668,2021-12-12 08:55:05+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Deluxe Pin Collection
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/UIDerjIhUL

03:55:04.6070 AM EST #Ad

https://t.co/8LeWPRAJvB"
1669,2021-12-12 08:55:05+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Deluxe Pin Collection
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/KqnwXVb0Gj

03:55:04.6070 AM EST #Ad

https://t.co/WL96ZeVMVX"
1670,2021-12-12 08:00:30+00:00,"Doing a giveaway for a sealed celebrations elite trainer box over on Instagram. Click link for details. Will giveaway once we hit 60 followers over on twitch. 
https://t.co/Kjy8Vfdz55 
#pokemon #pokemongiveaway #pokemonTCG #PokemonCelebrations #PokemonCards https://t.co/xalVOAq1q5"
1671,2021-12-12 06:39:56+00:00,"@DonnnySins That would be so dope to win 😁
#PokemonCelebrations"
1672,2021-12-12 06:31:26+00:00,@DonnnySins #pepga #Pokemon #PokemonCelebrations You are awesome! @NGeck0 @JthroughK @AFCOP13 @HighEdPlayLearn
1673,2021-12-12 05:38:23+00:00,Happy Holidays! Time for Christmas Crinkles! Come join the stream on Twitch! https://t.co/1cixA4KmIx ✨ ✨ ✨ #theshinyshow #pokemontcg #pokemoncelebrations #pokemon #twitch #twitchaffiliate #nintendo #gaming #tcg #pokemoncards #pokemoncollector #art #california #saturday https://t.co/E3oO4h5VuO
1674,2021-12-12 03:32:24+00:00,"Check out Pokémon TCG Celebrations Classic Collection Charizard, Venusaur &amp; Blastoise-NM https://t.co/jFRDcn5XVg @eBay #Pokemon #PokemonCelebrations #Charizard #Venusaur #Blastoise #Pokemon25thAniversary #PokemonClassicCollection #PokemonTCG #PokemonTCG25 #PokemonGO https://t.co/i20XCNaFR8"
1675,2021-12-12 02:18:04+00:00,"🤯2 #UPC Giveaways🤯

Close to 10k, since so many missed out on the last one here's 1 UPC each, shipped anywhere to TWO winners. To enter:

Follow and Retweet💥
💥Comment anything you want

Winner randomized 12/18 good luck!
#pokemon #pokemontcg #pokemoncelebrations #pepga https://t.co/PPIIkiF822"
1676,2021-12-11 21:03:01+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/ict7NfqETL

04:03:00.1870 PM EST #Ad

https://t.co/QQlXeyjfcY"
1677,2021-12-11 21:03:01+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/5lewp5Z4pU

04:03:00.1870 PM EST #Ad

https://t.co/UAR59rU4NR"
1678,2021-12-11 20:23:22+00:00,Check out Pokemon Pikachu Holiday 20 oz. Silver Buffalo Travel Tumbler with Straw-New VHTF https://t.co/TlTU1rTZYI @eBay #Pokemon #Pikachu #PokemonTumbler #SilverBuffaloTumbler #PokemonPikachuChristmasTumbler  #PokemonCelebrations #PokemonTCG  #Pokemon25thAnniversary https://t.co/HIBUCQutxE
1679,2021-12-11 19:46:11+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/5lewp5Z4pU

02:46:09.1980 PM EST #Ad

https://t.co/UAR59rU4NR"
1680,2021-12-11 19:46:11+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/ict7NfqETL

02:46:09.1980 PM EST #Ad

https://t.co/QQlXeyjfcY"
1681,2021-12-11 15:49:13+00:00,"@DonnnySins with whatever you want, just comment something. Winner randomized in 3 days 12/11🤘

#PokemonCelebrations #pokemontcg #pokemon good luck! https://t.co/foZKm4kC5b"
1682,2021-12-11 12:02:37+00:00,This was was one of the many dope pulls 😍😍😍 #pokemonTCG #PokemonCelebrations #Charizard https://t.co/vLSx4IjSqT
1683,2021-12-11 11:54:29+00:00,Never got around to posting these 😍 #pokemonTCG #Pokemoncelebrations #darksylveon https://t.co/ONoFwpDG2f
1684,2021-12-11 08:56:24+00:00,Can anybody tell me if the ETBs are the Pokemon Center ETB or not? A bit confusing because the first picture is a regular ETB but the other 2 shows the Pokemon Center contents. @Target #Pokemon #PokemonCelebrations https://t.co/0l7jghPmhq
1685,2021-12-11 08:00:15+00:00,#PokemonCelebrations #Pokemon ETBs for retail 🤩 https://t.co/0l7jghPmhq
1686,2021-12-11 08:00:04+00:00,"Holy shit, I finally pulled it; I finally pulled the Golden Shiny Mew!!!! 😱😱😱

#PokemonCelebrations #GoldenShinyMew #ShinyMew #PokemonTCG #Pokemon25 #Pokemon https://t.co/tOCOcQGs7Y"
1687,2021-12-11 07:49:15+00:00,I’m so happy that the @PokemonCenterUS got more of these in stock! :D #PokemonCelebrations #PokemonTCG #Pokemon25 #Pokemon https://t.co/y4VfzmSGtf
1688,2021-12-11 04:36:03+00:00,"I see you GameStop V Memories box... nice hits for 6 packs! #PokemonTCG #PokemonCelebrations #pokemoncards 

https://t.co/UPyRGXVJVb"
1689,2021-12-11 03:55:23+00:00,It’s over… it’s finally over… the hunt for #charizard is finally over. Everything else I pull don’t matter but these are some of the other things I got today. #PokemonCelebrations https://t.co/xYX8KchPDT
1690,2021-12-11 03:46:58+00:00,"Pulled this beauty! 🔥🔥🔥🔥

#pokemoncelebrations #pokemon #charizard https://t.co/bjW42NViyO"
1691,2021-12-11 02:43:43+00:00,Check out Pokemon Pikachu Holiday 20 oz. Silver Buffalo Travel Tumbler with Straw-New VHTF https://t.co/TlTU1rUxOg @eBay #Pokemon #Pikachu #PokemonTumbler #SilverBuffaloTumbler #PokemonPikachuChristmasTumbler  #PokemonCelebrations #PokemonTCG  #Pokemon25thAnniversary https://t.co/HPkNrkaslk
1692,2021-12-11 01:18:41+00:00,"🎁 Instagram Giveaway 🎁

Just in time for Christmas! Giveaway ends next Friday, 12/17/2021 @12 PM EST. 

Giveaway Rules on Instagram.

#vangcollectible #pokemongiveaway #pokemon #pokemontcg #pokemoncards #pokemoncelebrations #giveaways #giveaway
https://t.co/ggDqThJOfM"
1693,2021-12-11 01:07:51+00:00,Also as I was leaving the collectable store this caught my eye so I had to get it. #Pokemon #PokemonCelebrations https://t.co/qnlVWNZsYh
1694,2021-12-11 00:40:50+00:00,Up until last year it was just sports cards for my 2 boys in the #AdventCalendar .This year my 10yr old got a very welcome surprise. He loves @Pokemon so why not include #PokemonCelebrations !! #Pokemon #AdventCalender https://t.co/oL7zE6MWMn
1695,2021-12-11 00:31:42+00:00,Finally got one for my sealed collection :) #Pokemon #PokemonUltraPremiumCollection #PokemonCelebrations #PokemonUPC @Pokemon #PokemonCards #PokemonTCG https://t.co/Qq1vjBYmaU
1696,2021-12-11 00:21:23+00:00,They simply chilling 👀👀👀👀 #FusionStrike #PokemonCelebrations #PokemonTCG https://t.co/Zpuo0u4gMe
1697,2021-12-11 00:07:49+00:00,Let’s gooo. Giveaway ends tomorrow! Get in while you can! #pokemon #pokemoncelebrations #Pikachu https://t.co/q5iLGfXdQd
1698,2021-12-10 23:54:23+00:00,"I tried and tried for a UPC to crack for this stream, but no luck. Good news is we have a lot of backup #PokemonCards to open still! 9PM EST https://t.co/9klbGQ2icO. #PokemonTCG #PokemonCelebrations #PokemonFusionStrike There will be adult bevs flowing. https://t.co/546OtMFitV"
1699,2021-12-10 23:24:02+00:00,ISO #PokemonCelebrations https://t.co/JISIjm4DRm
1700,2021-12-10 23:20:49+00:00,not me buying ANOTHER Elite Trainer Box with not a single of the seven cards I need left pulled 😪 this is a scam @PokemonTCG @Pokemon #PokemonCelebrations
1701,2021-12-10 22:50:59+00:00,Feel like a kid again #PokemonCelebrations https://t.co/H2WbtpRVFT
1702,2021-12-10 22:31:51+00:00,"About last night #PokemonCelebrations ETB what a trip, even the non celebration booster game a #charizard #pokemontcg https://t.co/8aRq3g6Xji"
1703,2021-12-10 20:58:00+00:00,"for my collectors out there, I DID IT! 😂🤝 #PokemonTCG #Pokemon25 #PokemonCelebrations #PokemonCards #Charizard #Blastoise #Venusaur https://t.co/C7WRcDmoBD"
1704,2021-12-10 20:04:15+00:00,❤️Chonkachu❤️ #pokemon #gigantamax #pikachu #chonkachu #pokemoncelebrations https://t.co/Tiq120GytQ
1705,2021-12-10 19:11:12+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/5lewp5Z4pU

02:11:12.1640 PM EST #Ad

https://t.co/UAR59rU4NR"
1706,2021-12-10 19:11:12+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/ict7NfqETL

02:11:12.1640 PM EST #Ad

https://t.co/QQlXeyjfcY"
1707,2021-12-10 17:10:13+00:00,Apertura producto exclusivo Pokémon celebrations https://t.co/6zrNnhxOP9 #pokemon #pokemontcg #pokemoncelebrations #pokemonespañol https://t.co/XwzaJFXuBW
1708,2021-12-10 10:54:40+00:00,Anybody still looking for some #PokemonCelebrations here is a link the Pikachu V Union box: https://t.co/fJJaS7FJXK
1709,2021-12-10 10:33:28+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/R5Aq7JJKXB

05:33:27.8550 AM EST #Ad

https://t.co/R6TlK16s2B"
1710,2021-12-10 10:33:28+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/xx51lM82u0

05:33:27.8550 AM EST #Ad

https://t.co/HDKLCZsz8d"
1711,2021-12-10 09:32:09+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/xx51lM8Ajy

04:32:08.2180 AM EST #Ad

https://t.co/HDKLCZt6XL"
1712,2021-12-10 09:32:09+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/R5Aq7JJKXB

04:32:08.2180 AM EST #Ad

https://t.co/R6TlK16s2B"
1713,2021-12-10 08:44:28+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/ict7NfqETL

03:44:28.0320 AM EST #Ad

https://t.co/QQlXeyjfcY"
1714,2021-12-10 08:44:28+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/5lewp5Z4pU

03:44:28.0320 AM EST #Ad

https://t.co/UAR59rU4NR"
1715,2021-12-10 08:30:32+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/xx51lM8Ajy

03:30:32.1110 AM EST #Ad

https://t.co/HDKLCZt6XL"
1716,2021-12-10 08:30:32+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/R5Aq7JJKXB

03:30:32.1110 AM EST #Ad

https://t.co/R6TlK16s2B"
1717,2021-12-10 07:30:27+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/R5Aq7JJKXB

02:30:25.2070 AM EST #Ad

https://t.co/R6TlK16s2B"
1718,2021-12-10 07:30:27+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/xx51lM82u0

02:30:25.2070 AM EST #Ad

https://t.co/HDKLCZsz8d"
1719,2021-12-10 07:06:52+00:00,Check out what I just listed on Mercari. Tap the link to sign up and get up to $30 off. #Charizard #Pokemon #mercari #PokemonCelebrations https://t.co/rJXosc2CAB
1720,2021-12-10 06:30:13+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/R5Aq7JJKXB

01:30:04.2640 AM EST #Ad

https://t.co/R6TlK16s2B"
1721,2021-12-10 06:30:13+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/xx51lM82u0

01:30:04.2640 AM EST #Ad

https://t.co/HDKLCZsz8d"
1722,2021-12-10 06:21:16+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Add to Cart button

🛒: https://t.co/ict7NfrcJj

01:21:15.1940 AM EST #Ad

https://t.co/QQlXeyjN2w"
1723,2021-12-10 06:21:16+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Add to Cart button

🛒: https://t.co/5lewp6gFhs

01:21:15.1940 AM EST #Ad

https://t.co/UAR59sbFFp"
1724,2021-12-10 05:28:43+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/R5Aq7JKiN9

12:28:40.8580 AM EST #Ad

https://t.co/R6TlK16ZS9"
1725,2021-12-10 05:28:43+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/xx51lM82u0

12:28:40.8580 AM EST #Ad

https://t.co/HDKLCZsz8d"
1726,2021-12-10 04:59:43+00:00,i did a stupid. anyway will be selling the extra packs (aside from chilling reign and the celebration packs) since i’m not too keen on collecting them. might also sell the dice and coins from the ETB if anyone’s interested #pokemonTCG #PokemonCelebrations #pokemonCards #pokemon https://t.co/ViJwLSQroL
1727,2021-12-10 04:56:53+00:00,"@maxmoefoe Just opened my first ever Pokémon cards tonight (at 25)! I opened a #PokemonCelebrations ETB and really enjoyed it! I want to complete the set, but curious about the different products available. Should I keep getting ETBs or do the other smaller stuff like V-Union?"
1728,2021-12-10 04:45:36+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/5lewp5Z4pU

11:45:33.1690 PM EST #Ad

https://t.co/UAR59rU4NR"
1729,2021-12-10 04:45:36+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/ict7NfqETL

11:45:33.1690 PM EST #Ad

https://t.co/QQlXeyjfcY"
1730,2021-12-10 04:27:55+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/R5Aq7JJKXB

11:27:51.5510 PM EST #Ad

https://t.co/R6TlK16s2B"
1731,2021-12-10 04:27:52+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/xx51lM82u0

11:27:51.5510 PM EST #Ad

https://t.co/HDKLCZsz8d"
1732,2021-12-10 04:27:02+00:00,Just pulled all of this from a $24 Celebrations lunch box collection 😂😂😂😂😂 #pokemon #pokemoncards #pokémon #celebrations #pokemoncelebrations #shinymew #secretrare #secretrareshinymew #celebrationstcg https://t.co/hq5z6csV0V
1733,2021-12-10 03:35:02+00:00,"今日はポケモンカード6箱📦到着！
クリスマス販売用ですがカードまみれの1日です😆
#ポケカ　#pokemontradingcardgame #pokemoncelebrations https://t.co/TuTI3mFGSq"
1734,2021-12-10 03:14:22+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/xx51lM82u0

10:14:22.0280 PM EST #Ad

https://t.co/HDKLCZsz8d"
1735,2021-12-10 03:14:22+00:00,"[$49.99]
Pokémon - Pokemon TCG: Celebrations Elite Trainer Box
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/R5Aq7JJKXB

10:14:22.0280 PM EST #Ad

https://t.co/R6TlK16s2B"
1736,2021-12-10 01:46:56+00:00,Back at it again with another zard #pokemon #pokemontcg #pokemoncelebrations #charizard #blastoise https://t.co/44hwQRWNtz
1737,2021-12-10 01:02:01+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Deluxe Pin Collection
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/UIDerjIhUL

08:01:57.9840 PM EST #Ad

https://t.co/8LeWPRAJvB"
1738,2021-12-10 01:02:01+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Deluxe Pin Collection
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/KqnwXVb0Gj

08:01:57.9840 PM EST #Ad

https://t.co/WL96ZeVMVX"
1739,2021-12-10 00:25:19+00:00,I got em bois #Charizard #pokemoncelebrations #pokemonTCG #pokemon https://t.co/PrBSa3PHhX
1740,2021-12-10 00:00:57+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Deluxe Pin Collection
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/KqnwXVb0Gj

07:00:51.3830 PM EST #Ad

https://t.co/WL96ZeVMVX"
1741,2021-12-10 00:00:57+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Deluxe Pin Collection
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/UIDerjIhUL

07:00:51.3830 PM EST #Ad

https://t.co/8LeWPRAJvB"
1742,2021-12-09 23:52:51+00:00,No shot I just pulled a second gold star shiny Umbreon! @tgacards ain’t ready for my next submission! 🤘🏻🔥 #Pokemon #PokemonTCG #PokemonCelebrations https://t.co/9hLjKNHXH4
1743,2021-12-09 22:41:03+00:00,THICC THICC THICC 🍑🍑🍑 #PokemonCelebrations https://t.co/kgZrGRVfQ1
1744,2021-12-09 22:39:49+00:00,Hit me up if you want to buy #pokemon #pokemoncards #PokemonEvolutions #PokemonLegendsArceus #pokemoncelebrations https://t.co/NFpyaFy71G
1745,2021-12-09 22:17:22+00:00,"I got a mini tin as an early Christmas present from my mom and I pulled the CHARIZARD!
#pokemoncelebrations #pokemonTCG #Charizard https://t.co/SbUGSBZj3a"
1746,2021-12-09 21:54:38+00:00,Picked up some starter tins from #PokemonCelebrations 😍😍 need the test now. https://t.co/NWEP7R3qeR
1747,2021-12-09 21:10:11+00:00,"Think I'm gonna have to do a giveaway soon FR...👀

#Pokemon #PokemonCelebrations #PokemonTCG #TCG #TCGCardSearch #Celebrations #Pokemon25 https://t.co/CBubVvTZb3"
1748,2021-12-09 20:36:11+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Deluxe Pin Collection
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/UIDerjIPKj

03:36:06.8880 PM EST #Ad

https://t.co/8LeWPRBhl9"
1749,2021-12-09 20:36:11+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Deluxe Pin Collection
#pokemonCards #pokemonCelebrations #celebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/KqnwXVb0Gj

03:36:06.8880 PM EST #Ad

https://t.co/WL96ZeVMVX"
1750,2021-12-09 20:18:22+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/ict7NfqETL

03:18:19.5810 PM EST #Ad

https://t.co/QQlXeyjfcY"
1751,2021-12-09 20:18:22+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/5lewp5Z4pU

03:18:19.5810 PM EST #Ad

https://t.co/UAR59rU4NR"
1752,2021-12-09 20:15:14+00:00,What's a better video for Christmas? Opening all 8 celebrations tins or 1 Chilling Reign booster box? #Pokemon #pokemonTCG #pokemonCards #chillingreign #pokemoncelebrations #pokemonchillingreign #pokemonpulls #YouTube
1753,2021-12-09 18:44:29+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/5lewp5Z4pU

01:44:19.5850 PM EST #Ad

https://t.co/UAR59rU4NR"
1754,2021-12-09 18:04:16+00:00,"I opened a Lance's Charizard V tin!!

How do you rate my pulls?

https://t.co/2jspZTn03G

#Pokemon #PokemonCelebrations #Pokemon25 #PokemonTCG #TCGCardSearch #TCG https://t.co/zcCScGsaj5"
1755,2021-12-09 17:54:29+00:00,"Mais dit donc qu'est ce que je viens de voir dans ma boîte aux lettres 😁

Merci @Calixa_TV pour les cartes #PokemonCelebrations 😇🙏🏾 https://t.co/KAfhi35Hrr"
1756,2021-12-09 16:52:34+00:00,https://t.co/E9XVgt4tnZ - to open a UPC or not?  #pokemon #pokemon25 #PokemonCelebrations
1757,2021-12-09 16:37:29+00:00,"Esta noche, en la previa de los #GameAwards unboxing de #etb de #PokemonCelebrations a por el charizard https://t.co/0hDDg63ZlG"
1758,2021-12-09 15:33:39+00:00,"And then, there were two... 💙💙
@Pokemon @PokemonTCG #pokemon #pokemonTCG #PokemonCelebrations #shinymew #mew https://t.co/bzkvy6dzXh"
1759,2021-12-09 15:27:48+00:00,No complaints with the 🔥 pulls from the Pokémon Center Celebrations ETB and the Ultra-Premium Collection Box! I'm happy to have these added to my collection. Big thank you to @PokemonCenterUS and @BNBuzz for this to even take place! #pokemon #pokemonTCG #PokemonCelebrations https://t.co/naV2xUC6NV
1760,2021-12-09 15:27:15+00:00,"Walked into my first ever @BNCOLONIAL in Orlando, FL!! It doesn't get better than this!
#Pokemon #PokemonCelebrations https://t.co/WoCmR96uxH"
1761,2021-12-09 15:22:02+00:00,Love this take on the classic #PokemonCelebrations https://t.co/GVUIOuqGjV
1762,2021-12-09 15:20:54+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/ict7Nf93vb

10:20:53.4480 AM EST #Ad

https://t.co/QQlXey1DOo"
1763,2021-12-09 15:20:54+00:00,"[$19.99]
Pokémon - Pokemon TCG: Celebrations Collections Box
#pokemonCards #celebrations #pokemonCelebrations
Source: Best Buy checker
Reason: Check Stores button

🛒: https://t.co/5lewp6gFhs

10:20:53.4480 AM EST #Ad

https://t.co/UAR59sbFFp"
1764,2021-12-09 13:45:14+00:00,"Pokémon Trading Card Game: Celebrations Premium Playmat Collection - Pikachu V-Union - $39.99

https://t.co/OH5FYkSgrP

#Pokemon #PokemonTCG #PokemonCelebrations #Pokemon25 #PokemonCardGame"
1765,2021-12-09 13:44:44+00:00,"2021 Pokemon Trading Card Game Celebrations Dark Sylveon V - $19.99

https://t.co/IfY6yUkzKI

#Pokemon #PokemonTCG #PokemonCardGame #Pokemon25 #Pokemoncelebrations"
1766,2021-12-09 13:09:36+00:00,"Pokemon TCG: Celebrations Mini Tins - $8.98

https://t.co/IKipdKzGqf

#Pokemon #PokemonTCG #PokemonCardGame #Pokemon25 #PokemonCelebrations"
1767,2021-12-09 13:08:40+00:00,"Pokemon Cards: 25th Anniversary Celebrations Elite Trainer Box - $49.98

https://t.co/HIm8MUntTE

#Pokemon #PokemonTCG #PokemonCardGame #Pokemon25 #PokemonCelebrations"
1768,2021-12-09 13:05:08+00:00,@DonnnySins Happy Holidays to ALL the #Pokefam ! #PokemonCelebrations #pokemontcg #pokemon
